filename, language, Properties, YAML, HTML, Makefile, Markdown, pip requirements, Python, Ini, JSON, Shell Script, JavaScript React, TypeScript, CSS, JavaScript, comment, blank, total
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\flask-backend\static\js\main.6038b271.chunk.js, JavaScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\flask-backend\static\js\runtime-main.b7b6d3d5.js, JavaScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 3
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\flask-backend\templates\index.html, HTML, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\README.md, Markdown, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 69
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\package.json, JSON, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 1, 106
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\public\index.html, HTML, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 4, 47
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\public\manifest.json, JSON, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\index.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 2, 7
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\Constants.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 3, 11, 52
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\JSONKeys.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 2, 9
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\Login.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 15, 23, 251
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\PageSelector.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 1, 25, 123
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\ShibLogin.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 7, 84
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\Tabs.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 4, 29, 257
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\AssetConstants.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 12
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\enums\AssetCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 1, 28
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\enums\AssetInputs.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 17
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\AddAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 15, 149
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\CreateAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 774, 0, 0, 0, 10, 82, 866
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\DetailsAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 17, 142
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\EditAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 948, 0, 0, 0, 8, 99, 1055
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\ExportAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 0, 22, 284
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\FilterAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 20, 262
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\ImpExpAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 19, 167
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\ImportAsset.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 17, 147
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\NetworkGraph.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 21, 24, 186
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\TableAssets.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 548, 0, 0, 0, 2, 52, 602
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\functions\StringToMacAddress.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 10, 12, 60
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\functions\StringToRack.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 13, 10, 26
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\helpers\functions\createAssetJSON.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\pages\AssetsView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 6, 58
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\assets\stylesheets\AssetStyles.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 7
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\changeplans\pages\ChangePlans.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 550, 0, 0, 0, 39, 61, 650
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\enums\privilegeTypes.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\errors\ErrorBoundry.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 6, 28
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\ConfirmationBox.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 7, 49
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\DisplayRack.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 6, 37
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\Logout.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 6
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\StatusDisplay.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 7, 42
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\TableView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 6, 48
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\UploadModal.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 4, 46
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\functions\DescendingComparator.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\functions\GetComparator.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\functions\GetShibParams.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 6
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\functions\GetURL.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\functions\JSONtoArr.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 25
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\helpers\functions\StableSort.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\logs\enums\LogCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\logs\pages\LogsView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 26, 215
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\ModelConstants.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 5
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\enums\ModelCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\enums\ModelInputs.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\helpers\ButtonsModel.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 5, 38
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\helpers\CreateModel.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 345, 0, 0, 0, 0, 27, 372
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\helpers\DetailModel.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 122, 42, 445
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\helpers\ExportModel.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 4, 71
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\helpers\FilterModel.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 9, 134
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\helpers\ModelsTable.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 619, 0, 0, 0, 6, 45, 670
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\pages\ModelsView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 520, 0, 0, 0, 7, 66, 593
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\models\stylesheets\ModelStyles.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\RacksConstants.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 4
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\enums\DatacenterCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\enums\RackCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\helpers\ConfirmDeleteDC.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 11, 115
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\helpers\CreateDatacenter.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 22, 214
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\helpers\EditDatacenter.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 0, 0, 0, 0, 17, 174
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\helpers\functions\ShowDatacenters.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 19, 175
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\pages\DatacenterManagerView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 12, 40
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\pages\DatacentersView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 267, 0, 0, 0, 0, 31, 298
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\pages\RacksView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 3, 28, 172
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\racks\stylesheets\RackStyles.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 6, 39
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\serviceWorker.js, JavaScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 31, 13, 138
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\statistics\enums\StatsCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\statistics\pages\StatisticsView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 0, 0, 0, 0, 16, 212
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\UserConstants.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 7, 16
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\enums\PrivilegeCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\enums\UserCommands.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\enums\UserInputs.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\ButtonsUser.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 5, 38
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\CreateUser.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 12, 137
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\DetailUser.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 9, 113
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\FilterUser.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 12, 137
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\UsersTable.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 22, 251
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\functions\MakeCreateJSON.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\functions\MakeDeleteJSON.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\functions\MakeDetailViewJSON.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 2, 8
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\functions\MakeEditJSON.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\helpers\functions\PrivilegePicker.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 8, 84
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\javascript\users\pages\UsersView.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 261, 0, 0, 0, 1, 27, 289
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\react-app-env.d.ts, TypeScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\stylesheets\App.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 6, 39
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\stylesheets\Models.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\stylesheets\TabStyles.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 1, 13, 63
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\stylesheets\index.css, CSS, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 2, 14
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\tests\App.test.js, JavaScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 10
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\tests\TestValues.jsx, JavaScript React, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 3, 84
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\src\tests\setupTests.js, JavaScript, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 1, 6
c:\Users\benro\Documents\workspaces\senior-design\ReactAndFlask\reactfrontend\tsconfig.json, JSON, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 1, 26
c:\Users\benro\Documents\workspaces\senior-design\page.html, HTML, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
c:\Users\benro\Documents\workspaces\senior-design\requirements.in, pip requirements, 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 81
c:\Users\benro\Documents\workspaces\senior-design\requirements.txt, pip requirements, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 74
c:\Users\benro\Documents\workspaces\senior-design\templates\index.html, HTML, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
c:\Users\benro\Documents\workspaces\senior-design\uwsgi.ini, Ini, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
Total, -, 6, 78, 29, 72, 1655, 144, 6973, 7, 436, 7, 9536, 108, 133, 106, 1087, 3070, 23447
